timestamp,min cpu,max cpu,avg cpu,core,memory,os,task,peakmemory,bandwidth,ioread,iowrite
01-01-2021 05:40,607363.2377,2026841.627,1048758.446,4,4,1,1,607363.2377,2026841.627,1048758.446,1048758.446
01-01-2021 05:45,606577.6968,2001270.799,1038471.656,4,4,1,1,606577.6968,2001270.799,1038471.656,1038471.656
01-01-2021 05:50,608346.7129,2025304.66,1056784.065,8,8,0,0,608346.7129,2025304.66,1056784.065,1056784.065
01-01-2021 05:55,627559.3453,2038072.725,1078485.308,8,8,0,0,627559.3453,2038072.725,1078485.308,1078485.308
01-01-2021 06:00,628639.2693,2027766.22,1073635.661,4,4,1,1,628639.2693,2027766.22,1073635.661,1073635.661
01-01-2021 06:05,629281.717,2021176.457,1067369.462,4,4,1,1,629281.717,2021176.457,1067369.462,1067369.462
01-01-2021 06:10,622108.6385,2058716.533,1073364.51,4,4,1,1,622108.6385,2058716.533,1073364.51,1073364.51
01-01-2021 06:15,624944.7732,2074887.159,1090096.17,4,4,1,1,624944.7732,2074887.159,1090096.17,1090096.17
01-01-2021 06:20,650776.7911,2105407.125,1112267.785,8,8,0,0,650776.7911,2105407.125,1112267.785,1112267.785
01-01-2021 06:25,663542.5743,2180634.417,1152069.256,8,8,0,0,663542.5743,2180634.417,1152069.256,1152069.256
01-01-2021 06:30,656796.1838,2122068.005,1125898.55,4,4,1,1,656796.1838,2122068.005,1125898.55,1125898.55
01-01-2021 06:35,633280.4296,2087211.406,1092911.038,4,4,1,1,633280.4296,2087211.406,1092911.038,1092911.038
01-01-2021 06:40,642072.4876,2066593.281,1096530.16,4,4,1,1,642072.4876,2066593.281,1096530.16,1096530.16
01-01-2021 06:45,639524.25,2060062.012,1093169.922,4,4,1,1,639524.25,2060062.012,1093169.922,1093169.922
01-01-2021 06:50,641626.4587,2047107.679,1090554.209,8,8,0,0,641626.4587,2047107.679,1090554.209,1090554.209
01-01-2021 06:55,640202.443,2075160.437,1098614.954,8,8,0,0,640202.443,2075160.437,1098614.954,1098614.954
01-01-2021 07:00,638077.4052,2052005.629,1088573.638,4,4,1,1,638077.4052,2052005.629,1088573.638,1088573.638
01-01-2021 07:05,641767.4654,2061034.56,1095852.405,4,4,1,1,641767.4654,2061034.56,1095852.405,1095852.405
01-01-2021 07:10,642090.5876,2079512.783,1105404.301,4,4,1,1,642090.5876,2079512.783,1105404.301,1105404.301
01-01-2021 07:15,637334.5109,2066342.046,1091527.581,4,4,1,1,637334.5109,2066342.046,1091527.581,1091527.581
01-01-2021 07:20,631753.4645,2080895.376,1091590.712,8,8,0,0,631753.4645,2080895.376,1091590.712,1091590.712
01-01-2021 07:25,650429.6571,2183443.964,1149858.818,8,8,0,0,650429.6571,2183443.964,1149858.818,1149858.818
01-01-2021 07:30,644197.4884,2105510.471,1118364.92,4,4,1,1,644197.4884,2105510.471,1118364.92,1118364.92
01-01-2021 07:35,638372.3512,2090785.101,1098956.265,4,4,1,1,638372.3512,2090785.101,1098956.265,1098956.265
01-01-2021 07:40,641236.0502,2090655.794,1112833.155,4,4,1,1,641236.0502,2090655.794,1112833.155,1112833.155
01-01-2021 07:45,640568.0308,2069102.18,1101201.753,4,4,1,1,640568.0308,2069102.18,1101201.753,1101201.753
01-01-2021 07:50,641344.0065,2042347.597,1092412.291,8,8,0,0,641344.0065,2042347.597,1092412.291,1092412.291
01-01-2021 07:55,650273.0181,2095119.387,1119014.983,8,8,0,0,650273.0181,2095119.387,1119014.983,1119014.983
01-01-2021 08:00,642440.0607,2075225.263,1106774.152,4,4,1,1,642440.0607,2075225.263,1106774.152,1106774.152
01-01-2021 08:05,639123.8004,2085064.188,1105847.161,4,4,1,1,639123.8004,2085064.188,1105847.161,1105847.161
01-01-2021 08:10,651486.7252,2108206.312,1128435.837,4,4,1,1,651486.7252,2108206.312,1128435.837,1128435.837
01-01-2021 08:15,647552.279,2104596.897,1123711.124,4,4,1,1,647552.279,2104596.897,1123711.124,1123711.124
01-01-2021 08:20,650401.4447,2096482.505,1117647.706,8,8,0,0,650401.4447,2096482.505,1117647.706,1117647.706
01-01-2021 08:25,643836.2938,2181225.888,1139678.53,8,8,0,0,643836.2938,2181225.888,1139678.53,1139678.53
01-01-2021 08:30,651050.7958,2133305.689,1130722.358,4,4,1,1,651050.7958,2133305.689,1130722.358,1130722.358
01-01-2021 08:35,640965.5701,2105457.061,1112449.071,4,4,1,1,640965.5701,2105457.061,1112449.071,1112449.071
01-01-2021 08:40,630817.7908,2122626.952,1107153.574,4,4,1,1,630817.7908,2122626.952,1107153.574,1107153.574
01-01-2021 08:45,632862.8828,2103505.1,1104710.227,4,4,1,1,632862.8828,2103505.1,1104710.227,1104710.227
01-01-2021 08:50,632993.1225,2070070.779,1095606.505,8,8,0,0,632993.1225,2070070.779,1095606.505,1095606.505
01-01-2021 08:55,633820.3061,2101770.037,1112292.303,8,8,0,0,633820.3061,2101770.037,1112292.303,1112292.303
01-01-2021 09:00,639623.7039,2100308.971,1114591.165,4,4,1,1,639623.7039,2100308.971,1114591.165,1114591.165
01-01-2021 09:05,651101.0153,2097853.408,1121276.009,4,4,1,1,651101.0153,2097853.408,1121276.009,1121276.009
01-01-2021 09:10,628380.8552,2120816.026,1106148.599,4,4,1,1,628380.8552,2120816.026,1106148.599,1106148.599
01-01-2021 09:15,626362.8101,2090739.242,1097141.228,4,4,1,1,626362.8101,2090739.242,1097141.228,1097141.228
01-01-2021 09:20,625167.0831,2074358.764,1088871.915,8,8,0,0,625167.0831,2074358.764,1088871.915,1088871.915
01-01-2021 09:25,634423.0206,2160618.026,1124410.368,8,8,0,0,634423.0206,2160618.026,1124410.368,1124410.368
01-01-2021 09:30,646573.336,2133997.521,1131417.627,4,4,1,1,646573.336,2133997.521,1131417.627,1131417.627
01-01-2021 09:35,642416.9512,2117661.117,1117495.41,4,4,1,1,642416.9512,2117661.117,1117495.41,1117495.41
01-01-2021 09:40,641805.5704,2117451.368,1128713.319,4,4,1,1,641805.5704,2117451.368,1128713.319,1128713.319
01-01-2021 09:45,646843.7237,2115705.458,1130647.644,4,4,1,1,646843.7237,2115705.458,1130647.644,1130647.644
01-01-2021 09:50,647042.1863,2128463.361,1137216.019,8,8,0,0,647042.1863,2128463.361,1137216.019,1137216.019
01-01-2021 09:55,652212.0474,2157823.316,1151476.168,8,8,0,0,652212.0474,2157823.316,1151476.168,1151476.168
01-01-2021 10:00,652380.0221,2163188.756,1154219.232,4,4,1,1,652380.0221,2163188.756,1154219.232,1154219.232
01-01-2021 10:05,649530.8543,2180523.966,1166942.225,4,4,1,1,649530.8543,2180523.966,1166942.225,1166942.225
01-01-2021 10:10,651883.7058,2184510.559,1159114.848,4,4,1,1,651883.7058,2184510.559,1159114.848,1159114.848
01-01-2021 10:15,647635.7698,2166549.682,1145078.848,4,4,1,1,647635.7698,2166549.682,1145078.848,1145078.848
01-01-2021 10:20,645209.0445,2151757.244,1135514.882,8,8,0,0,645209.0445,2151757.244,1135514.882,1135514.882
01-01-2021 10:25,654383.4435,2229980.015,1171091.326,8,8,0,0,654383.4435,2229980.015,1171091.326,1171091.326
01-01-2021 10:30,653706.8819,2172094.694,1152967.538,4,4,1,1,653706.8819,2172094.694,1152967.538,1152967.538
01-01-2021 10:35,651206.3588,2179352.001,1158229.939,4,4,1,1,651206.3588,2179352.001,1158229.939,1158229.939
01-01-2021 10:40,676992.8773,2193291.164,1188431.164,4,4,1,1,676992.8773,2193291.164,1188431.164,1188431.164
01-01-2021 10:45,680673.8143,2204227.388,1197526.037,4,4,1,1,680673.8143,2204227.388,1197526.037,1197526.037
01-01-2021 10:50,678563.1453,2182697.045,1186127.232,8,8,0,0,678563.1453,2182697.045,1186127.232,1186127.232
01-01-2021 10:55,659518.6551,2193535.638,1181183.887,8,8,0,0,659518.6551,2193535.638,1181183.887,1181183.887
01-01-2021 11:00,657753.3347,2156205.237,1157836.965,4,4,1,1,657753.3347,2156205.237,1157836.965,1157836.965
01-01-2021 11:05,647633.4435,2163551.371,1156827.053,4,4,1,1,647633.4435,2163551.371,1156827.053,1156827.053
01-01-2021 11:10,663045.6795,2183158.727,1169037.56,4,4,1,1,663045.6795,2183158.727,1169037.56,1169037.56
01-01-2021 11:15,659997.2988,2164929.339,1158900.555,4,4,1,1,659997.2988,2164929.339,1158900.555,1158900.555
01-01-2021 11:20,655083.016,2152533.633,1150446.047,8,8,0,0,655083.016,2152533.633,1150446.047,1150446.047
01-01-2021 11:25,654379.4648,2225870.197,1178776.253,8,8,0,0,654379.4648,2225870.197,1178776.253,1178776.253
01-01-2021 11:30,675159.1884,2203615.621,1182587.812,4,4,1,1,675159.1884,2203615.621,1182587.812,1182587.812
01-01-2021 11:35,661791.1213,2200152.384,1173653.768,4,4,1,1,661791.1213,2200152.384,1173653.768,1173653.768
01-01-2021 11:40,671631.9551,2206254.463,1183714.323,4,4,1,1,671631.9551,2206254.463,1183714.323,1183714.323
01-01-2021 11:45,674454.3467,2208848.064,1194891.867,4,4,1,1,674454.3467,2208848.064,1194891.867,1194891.867
01-01-2021 11:50,678104.3437,2210289.665,1197557.4,8,8,0,0,678104.3437,2210289.665,1197557.4,1197557.4
01-01-2021 11:55,669859.5143,2216043.574,1195607.166,8,8,0,0,669859.5143,2216043.574,1195607.166,1195607.166
01-01-2021 12:00,673045.4222,2173612.642,1178119.142,4,4,1,1,673045.4222,2173612.642,1178119.142,1178119.142
01-01-2021 12:05,664367.0185,2184659.065,1178846.039,4,4,1,1,664367.0185,2184659.065,1178846.039,1178846.039
01-01-2021 12:10,675771.1532,2214794.355,1195389.53,4,4,1,1,675771.1532,2214794.355,1195389.53,1195389.53
01-01-2021 12:15,661615.8136,2200964.543,1177892.54,4,4,1,1,661615.8136,2200964.543,1177892.54,1177892.54
01-01-2021 12:20,665449.2388,2211440.345,1185983.488,8,8,0,0,665449.2388,2211440.345,1185983.488,1185983.488
01-01-2021 12:25,670570.408,2285072.514,1214579.762,8,8,0,0,670570.408,2285072.514,1214579.762,1214579.762
01-01-2021 12:30,683732.9308,2239455.7,1205373.607,4,4,1,1,683732.9308,2239455.7,1205373.607,1205373.607
01-01-2021 12:35,671709.1644,2228927.197,1195627.394,4,4,1,1,671709.1644,2228927.197,1195627.394,1195627.394
01-01-2021 12:40,680910.5915,2226630.019,1202077.529,4,4,1,1,680910.5915,2226630.019,1202077.529,1202077.529
01-01-2021 12:45,672869.252,2225619.927,1199652.137,4,4,1,1,672869.252,2225619.927,1199652.137,1199652.137
01-01-2021 12:50,680743.1037,2244421.411,1217241.971,8,8,0,0,680743.1037,2244421.411,1217241.971,1217241.971
01-01-2021 12:55,696600.3456,2274596.632,1236239.329,8,8,0,0,696600.3456,2274596.632,1236239.329,1236239.329
01-01-2021 13:00,690710.0686,2236101.826,1216029.211,4,4,1,1,690710.0686,2236101.826,1216029.211,1216029.211
01-01-2021 13:05,675594.6655,2221344.673,1194523.318,4,4,1,1,675594.6655,2221344.673,1194523.318,1194523.318
01-01-2021 13:10,671671.3032,2220974.946,1192317.414,4,4,1,1,671671.3032,2220974.946,1192317.414,1192317.414
01-01-2021 13:15,664208.1034,2214993.612,1186075.12,4,4,1,1,664208.1034,2214993.612,1186075.12,1186075.12
01-01-2021 13:20,670002.1375,2211381.303,1185519.777,8,8,0,0,670002.1375,2211381.303,1185519.777,1185519.777
01-01-2021 13:25,670419.9772,2282562.411,1214058.914,8,8,0,0,670419.9772,2282562.411,1214058.914,1214058.914
01-01-2021 13:30,672874.7029,2250580.02,1201556.449,4,4,1,1,672874.7029,2250580.02,1201556.449,1201556.449
01-01-2021 13:35,679226.7313,2234652.563,1204152.832,4,4,1,1,679226.7313,2234652.563,1204152.832,1204152.832
01-01-2021 13:40,680919.147,2242570.082,1210474.29,4,4,1,1,680919.147,2242570.082,1210474.29,1210474.29
01-01-2021 13:45,676756.1119,2226939.937,1206598.151,4,4,1,1,676756.1119,2226939.937,1206598.151,1206598.151
01-01-2021 13:50,675688.4231,2238098.831,1202967.652,8,8,0,0,675688.4231,2238098.831,1202967.652,1202967.652
01-01-2021 13:55,683866.4596,2290258.59,1240006.529,8,8,0,0,683866.4596,2290258.59,1240006.529,1240006.529
01-01-2021 14:00,678987.4363,2255936.71,1221488.798,4,4,1,1,678987.4363,2255936.71,1221488.798,1221488.798
01-01-2021 14:05,675777.3186,2216116.697,1201345.923,4,4,1,1,675777.3186,2216116.697,1201345.923,1201345.923
01-01-2021 14:10,671603.5389,2243873.147,1207562.545,4,4,1,1,671603.5389,2243873.147,1207562.545,1207562.545
01-01-2021 14:15,676206.6449,2231703.767,1199012.223,4,4,1,1,676206.6449,2231703.767,1199012.223,1199012.223
01-01-2021 14:20,670642.6851,2236047.22,1195857.468,8,8,0,0,670642.6851,2236047.22,1195857.468,1195857.468
01-01-2021 14:25,681324.9063,2406547.902,1251213.306,8,8,0,0,681324.9063,2406547.902,1251213.306,1251213.306
01-01-2021 14:30,685599.034,2276670.511,1219674.2,4,4,1,1,685599.034,2276670.511,1219674.2,1219674.2
01-01-2021 14:35,679693.5228,2260245.128,1209300.366,4,4,1,1,679693.5228,2260245.128,1209300.366,1209300.366
01-01-2021 14:40,684131.4674,2301690.102,1230955.25,4,4,1,1,684131.4674,2301690.102,1230955.25,1230955.25
01-01-2021 14:45,685944.0134,2282550.98,1231308.23,4,4,1,1,685944.0134,2282550.98,1231308.23,1231308.23
01-01-2021 14:50,691051.8568,2288484.427,1238057.52,8,8,0,0,691051.8568,2288484.427,1238057.52,1238057.52
01-01-2021 14:55,693885.0216,2345362.58,1259084.705,8,8,0,0,693885.0216,2345362.58,1259084.705,1259084.705
01-01-2021 15:00,694618.1978,2299624.437,1252364.833,4,4,1,1,694618.1978,2299624.437,1252364.833,1252364.833
01-01-2021 15:05,699481.2684,2297961.936,1253518.92,4,4,1,1,699481.2684,2297961.936,1253518.92,1253518.92
01-01-2021 15:10,686895.3912,2302758.645,1238307.044,4,4,1,1,686895.3912,2302758.645,1238307.044,1238307.044
01-01-2021 15:15,684836.2149,2291392.082,1232666.471,4,4,1,1,684836.2149,2291392.082,1232666.471,1232666.471
01-01-2021 15:20,685850.0443,2291219.193,1232772.115,8,8,0,0,685850.0443,2291219.193,1232772.115,1232772.115
01-01-2021 15:25,717336.5652,2415018.3,1304187.949,8,8,0,0,717336.5652,2415018.3,1304187.949,1304187.949
01-01-2021 15:30,724773.3885,2361611.041,1287628.816,4,4,1,1,724773.3885,2361611.041,1287628.816,1287628.816
01-01-2021 15:35,697019.9147,2342386.429,1257161.841,4,4,1,1,697019.9147,2342386.429,1257161.841,1257161.841
01-01-2021 15:40,699296.0485,2334721.217,1255562.716,4,4,1,1,699296.0485,2334721.217,1255562.716,1255562.716
01-01-2021 15:45,698301.7915,2311196.831,1247776.788,4,4,1,1,698301.7915,2311196.831,1247776.788,1247776.788
01-01-2021 15:50,696724.05,2284828.694,1237888.419,8,8,0,0,696724.05,2284828.694,1237888.419,1237888.419
01-01-2021 15:55,698789.213,2318640.377,1254980.751,8,8,0,0,698789.213,2318640.377,1254980.751,1254980.751
01-01-2021 16:00,704582.3401,2344921.774,1272110.303,4,4,1,1,704582.3401,2344921.774,1272110.303,1272110.303
01-01-2021 16:05,717873.9864,2367971.293,1298604.451,4,4,1,1,717873.9864,2367971.293,1298604.451,1298604.451
01-01-2021 16:10,727676.4391,2397407.401,1307079.139,4,4,1,1,727676.4391,2397407.401,1307079.139,1307079.139
01-01-2021 16:15,726083.2869,2365157.447,1293114.3,4,4,1,1,726083.2869,2365157.447,1293114.3,1293114.3
01-01-2021 16:20,722728.8481,2353998.237,1278723.919,8,8,0,0,722728.8481,2353998.237,1278723.919,1278723.919
01-01-2021 16:25,725533.0719,2476194.149,1324837.924,8,8,0,0,725533.0719,2476194.149,1324837.924,1324837.924
01-01-2021 16:30,722909.0925,2400409.472,1298289.918,4,4,1,1,722909.0925,2400409.472,1298289.918,1298289.918
01-01-2021 16:35,732301.1464,2392892.132,1302081.799,4,4,1,1,732301.1464,2392892.132,1302081.799,1302081.799
01-01-2021 16:40,739154.5842,2413149.877,1313367.171,4,4,1,1,739154.5842,2413149.877,1313367.171,1313367.171
01-01-2021 16:45,732126.7094,2393793.267,1303188.856,4,4,1,1,732126.7094,2393793.267,1303188.856,1303188.856
01-01-2021 16:50,724077.8675,2372376.931,1289770.377,8,8,0,0,724077.8675,2372376.931,1289770.377,1289770.377
01-01-2021 16:55,720063.6045,2424627.935,1302182.6,8,8,0,0,720063.6045,2424627.935,1302182.6,1302182.6
01-01-2021 17:00,728328.2117,2412561.942,1307021.799,4,4,1,1,728328.2117,2412561.942,1307021.799,1307021.799
01-01-2021 17:05,742052.5725,2395642.371,1318068.034,4,4,1,1,742052.5725,2395642.371,1318068.034,1318068.034
01-01-2021 17:10,752876.164,2426614.229,1332990.283,4,4,1,1,752876.164,2426614.229,1332990.283,1332990.283
01-01-2021 17:15,732902.7089,2387804.663,1299759.857,4,4,1,1,732902.7089,2387804.663,1299759.857,1299759.857
01-01-2021 17:20,714295.9291,2347871.431,1270456.393,8,8,0,0,714295.9291,2347871.431,1270456.393,1270456.393
01-01-2021 17:25,720109.083,2458180.096,1315636.129,8,8,0,0,720109.083,2458180.096,1315636.129,1315636.129
01-01-2021 17:30,735887.95,2446008.408,1313604.2,4,4,1,1,735887.95,2446008.408,1313604.2,1313604.2
01-01-2021 17:35,727065.3818,2429952.478,1306545.288,4,4,1,1,727065.3818,2429952.478,1306545.288,1306545.288
01-01-2021 17:40,731378.6043,2461304.963,1323810.523,4,4,1,1,731378.6043,2461304.963,1323810.523,1323810.523
01-01-2021 17:45,736262.6336,2425034.651,1316188.831,4,4,1,1,736262.6336,2425034.651,1316188.831,1316188.831
01-01-2021 17:50,736332.5981,2403015.889,1307702.388,8,8,0,0,736332.5981,2403015.889,1307702.388,1307702.388
01-01-2021 17:55,729981.8427,2373392.934,1302860.504,8,8,0,0,729981.8427,2373392.934,1302860.504,1302860.504
01-01-2021 18:00,729861.8853,2345112.33,1292695.758,4,4,1,1,729861.8853,2345112.33,1292695.758,1292695.758
01-01-2021 18:05,720670.5059,2365277.161,1300774.597,4,4,1,1,720670.5059,2365277.161,1300774.597,1300774.597
01-01-2021 18:10,737146.5275,2407560.544,1322789.89,4,4,1,1,737146.5275,2407560.544,1322789.89,1322789.89
01-01-2021 18:15,728995.1637,2383028.096,1305947.868,4,4,1,1,728995.1637,2383028.096,1305947.868,1305947.868
01-01-2021 18:20,713161.7938,2349521.533,1272943.207,8,8,0,0,713161.7938,2349521.533,1272943.207,1272943.207
01-01-2021 18:25,719174.0422,2423019.735,1304209.228,8,8,0,0,719174.0422,2423019.735,1304209.228,1304209.228
01-01-2021 18:30,720859.587,2373901.247,1288200.852,4,4,1,1,720859.587,2373901.247,1288200.852,1288200.852
01-01-2021 18:35,719786.1247,2372710.022,1286775.833,4,4,1,1,719786.1247,2372710.022,1286775.833,1286775.833
01-01-2021 18:40,718765.0584,2374047.578,1292432.516,4,4,1,1,718765.0584,2374047.578,1292432.516,1292432.516
01-01-2021 18:45,722068.3131,2353870.161,1291699.323,4,4,1,1,722068.3131,2353870.161,1291699.323,1291699.323
01-01-2021 18:50,722796.8359,2332249.05,1282760.144,8,8,0,0,722796.8359,2332249.05,1282760.144,1282760.144
01-01-2021 18:55,724220.6712,2364388.55,1298698.651,8,8,0,0,724220.6712,2364388.55,1298698.651,1298698.651
